rank,resume_id,category,composite_score,status,est_years_exp,tfidf_score,skill_match_pct,category_pct,exp_score,edu_score,total_skills,matched_skills,missing_skills,bonus_skills,snippet
158,1180,Accountant,26.45, Not Recommended,10,3.16,6.52,37.5,100.0,70.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Frank Chen | frank.c@email.com Certified Accountant (CPA) — 10 years EXPERIENCE: Senior Accountant — IBM • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/AP,..."
159,1244,Network Security Engineer,26.42, Not Recommended,9,3.54,8.7,25.0,100.0,82.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Tina Hall | tina.h@email.com Network Security Engineer — 9 years EXPERIENCE: Senior Security Engineer — Spotify • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS sy..."
160,1089,Java Developer,26.41, Not Recommended,1,7.76,21.74,62.5,12.5,70.0,21,"['agile', 'aws', 'docker', 'kafka', 'kubernetes', 'mongodb', 'postgresql', 'python', 'scrum', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ci/cd', 'git', 'java', 'jenkins', 'microservices', 'mysql', 'oracle', 'redis', 'rest api', 'snowflake', 'spring']","Olivia Thomas | olivia.t@email.com Java Software Engineer — 1 years EXPERIENCE: Senior Java Developer — Snowflake • Enterprise apps: Java, Spring Boot, Hibernate, Maven; REST API,..."
161,1082,Java Developer,26.41, Not Recommended,1,7.76,21.74,62.5,12.5,70.0,20,"['agile', 'aws', 'docker', 'kafka', 'kubernetes', 'mongodb', 'postgresql', 'python', 'scrum', 'sql']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ci/cd', 'git', 'java', 'jenkins', 'microservices', 'mysql', 'oracle', 'redis', 'rest api', 'spring']","Henry Brown | henry.b@email.com Java Software Engineer — 1 years EXPERIENCE: Senior Java Developer — Microsoft • Enterprise apps: Java, Spring Boot, Hibernate, Maven; REST API, mic..."
162,1214,Business Analyst,26.38, Not Recommended,4,6.24,17.39,37.5,50.0,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Olivia Thomas | olivia.t@email.com Business Analyst — 4 years EXPERIENCE: Senior Business Analyst — Intel • Requirements gathering via stakeholder interviews; user stories, BRDs •..."
163,1204,Business Analyst,26.37, Not Recommended,4,6.2,17.39,37.5,50.0,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Emma Wilson | emma.w@email.com Business Analyst — 4 years EXPERIENCE: Senior Business Analyst — Adobe • Requirements gathering via stakeholder interviews; user stories, BRDs • Dash..."
164,1070,Web Designing,26.2, Not Recommended,1,6.67,15.22,62.5,12.5,100.0,30,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'databricks', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Alice Johnson | alice.j@email.com Full Stack Developer — 1 years EXPERIENCE: Senior Developer — Databricks • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3,..."
165,1186,Accountant,26.15, Not Recommended,7,3.16,6.52,37.5,87.5,85.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Liam Taylor | liam.t@email.com Certified Accountant (CPA) — 7 years EXPERIENCE: Senior Accountant — Intel • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/AP,..."
166,1218,Business Analyst,26.07, Not Recommended,3,6.2,17.39,37.5,37.5,100.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Sam Walker | sam.w@email.com Business Analyst — 3 years EXPERIENCE: Senior Business Analyst — OpenAI • Requirements gathering via stakeholder interviews; user stories, BRDs • Dashb..."
167,1147,DevOps Engineer,25.99, Not Recommended,4,6.38,19.57,37.5,50.0,70.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Carol White | carol.w@email.com DevOps / Cloud Engineer — 4 years EXPERIENCE: Senior DevOps Engineer — Stripe • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kub..."
168,1062,Web Designing,25.89, Not Recommended,3,6.67,15.22,50.0,37.5,82.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Maya Singh | maya.s@email.com Full Stack Developer — 3 years EXPERIENCE: Senior Developer — Apple • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS • Ba..."
169,1194,Accountant,25.85, Not Recommended,6,3.16,6.52,37.5,75.0,100.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Tina Hall | tina.h@email.com Certified Accountant (CPA) — 6 years EXPERIENCE: Senior Accountant — Nvidia • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/AP,..."
170,1146,DevOps Engineer,25.68, Not Recommended,3,6.35,19.57,37.5,37.5,85.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Bob Martinez | bob.m@email.com DevOps / Cloud Engineer — 3 years EXPERIENCE: Senior DevOps Engineer — IBM • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kuberne..."
171,1231,Network Security Engineer,25.46, Not Recommended,10,3.54,8.7,25.0,100.0,70.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Grace Patel | grace.p@email.com Network Security Engineer — 10 years EXPERIENCE: Senior Security Engineer — Apple • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS..."
172,1164,HR,25.27, Not Recommended,9,1.45,6.52,25.0,100.0,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Olivia Thomas | olivia.t@email.com Human Resources Manager — 9 years EXPERIENCE: HR Manager — Uber • Full-cycle recruitment, employee relations, performance management • HRIS: Work..."
173,1173,HR,25.27, Not Recommended,9,1.45,6.52,25.0,100.0,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","David Kim | david.k@email.com Human Resources Manager — 9 years EXPERIENCE: HR Manager — Google • Full-cycle recruitment, employee relations, performance management • HRIS: Workday..."
174,1172,HR,25.26, Not Recommended,10,1.43,6.52,25.0,100.0,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Carol White | carol.w@email.com Human Resources Manager — 10 years EXPERIENCE: HR Manager — Salesforce • Full-cycle recruitment, employee relations, performance management • HRIS:..."
175,1225,Network Security Engineer,25.16, Not Recommended,7,3.54,8.7,25.0,87.5,85.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Alice Johnson | alice.j@email.com Network Security Engineer — 7 years EXPERIENCE: Senior Security Engineer — Stripe • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IP..."
176,1169,HR,24.97, Not Recommended,7,1.44,6.52,25.0,87.5,100.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Tina Hall | tina.h@email.com Human Resources Manager — 7 years EXPERIENCE: HR Manager — Salesforce • Full-cycle recruitment, employee relations, performance management • HRIS: Work..."
177,1163,HR,24.97, Not Recommended,7,1.44,6.52,25.0,87.5,100.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Noah Anderson | noah.a@email.com Human Resources Manager — 7 years EXPERIENCE: HR Manager — Google • Full-cycle recruitment, employee relations, performance management • HRIS: Work..."
178,1171,HR,24.97, Not Recommended,7,1.44,6.52,25.0,87.5,100.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Bob Martinez | bob.m@email.com Human Resources Manager — 7 years EXPERIENCE: HR Manager — Netflix • Full-cycle recruitment, employee relations, performance management • HRIS: Workd..."
